Date,Open,High,Low,Close,Adj Close,Volume
2019-12-06,6709.230957,6824.454590,6684.455566,6824.454590,6824.454590,16371162807
2019-12-07,6824.697754,6863.297363,6805.207031,6832.811523,6832.811523,13974015958
2019-12-08,6828.381348,6903.226563,6759.896484,6839.696289,6839.696289,13933669711
2019-12-09,6837.390137,6885.307617,6657.451172,6689.006836,6689.006836,16152911546
2019-12-10,6685.604004,6692.711914,6532.265137,6561.181152,6561.181152,16451392128
2019-12-11,6560.350098,6578.872070,6463.332031,6483.003418,6483.003418,14686713808
2019-12-12,6482.385254,6495.612793,6404.526367,6474.601563,6474.601563,16918822376
2019-12-13,6475.967285,6558.661621,6498.917969,6537.190918,6537.190918,15400147686
2019-12-14,6536.488281,6572.397949,6382.094238,6406.791992,6406.791992,15410302614
2019-12-15,6406.401367,6455.162109,6224.411621,6429.296875,6429.296875,15174667035
2019-12-16,6430.520996,6439.164551,6198.982422,6224.840332,6224.840332,18149976614
2019-12-17,6223.794434,6244.964355,5907.700195,5954.815430,5954.815430,20054517793
2019-12-18,5961.257324,6589.886230,5883.722656,6546.539063,6546.539063,28641568534
2019-12-19,6547.248535,6604.581055,6330.188477,6475.342773,6475.342773,23288187560
2019-12-20,6480.550293,6552.125488,6397.033691,6516.822754,6516.822754,20432789822
2019-12-21,6518.426758,6520.803711,6421.058105,6491.854492,6491.854492,17434503032
2019-12-22,6491.881348,6785.528320,6468.859375,6779.712402,6779.712402,20880470519
2019-12-23,6777.287598,6902.241699,6604.752930,6631.290039,6631.290039,25091080545
2019-12-24,6630.176270,6795.362793,6555.326660,6603.123047,6603.123047,20732787200
2019-12-25,6606.029785,6631.103027,6508.496094,6557.315918,6557.315918,19432228775
2019-12-26,6556.995117,6656.491211,6487.188477,6521.947266,6521.947266,20529956690
2019-12-27,6521.203125,6589.467773,6434.121094,6523.747070,6523.747070,20382982030
2019-12-28,6522.800781,6621.246094,6520.898438,6548.715820,6548.715820,19119692111
2019-12-29,6548.409180,6719.693848,6510.354492,6638.048340,6638.048340,20072704181
2019-12-30,6635.920410,6655.204590,6495.836914,6510.733887,6510.733887,20420606560
2019-12-31,6512.022949,6537.746094,6390.229492,6411.460449,6411.460449,18866418835
2020-01-01,6412.612793,6466.053223,6395.292969,6417.781738,6417.781738,16548264141
2020-01-02,6419.900391,6455.852539,6208.002930,6252.938477,6252.938477,18620672982
2020-01-03,6252.006348,6643.415039,6196.514160,6581.735840,6581.735840,25190641929
2020-01-04,6582.176270,6655.665527,6550.041016,6640.674316,6640.674316,16527874600
2020-01-05,6640.490723,6759.997559,6631.005859,6640.666504,6640.666504,17674001714
2020-01-06,6639.891113,6951.012695,6618.217773,6939.714844,6939.714844,20791101699
